title,authors,pub_title,pub_date,pub_issuenum,start_page,subjects,citation,url,doc_id,dvi_type,image_url
The Novel: Rewound and Remixed,['Robert Collins'],The Sunday Times,"July 4, 2010",9696,20,['Modernism (Literature)'],"Collins, Robert. ""The Novel: Rewound and Remixed."" Culture. Sunday Times, 4 July 2010, p. 20. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/ZCQFHX756318466/STHA?u=linc74325&sid=gale_api&xid=35a73c9b,GALE|ZCQFHX756318466,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20100704-01750']
War on His Doorstep,['Ian Critchley'],The Sunday Times,"September 30, 2012",9812,40-41,,"Critchley, Ian. ""War on His Doorstep."" Culture. Sunday Times, 30 Sept. 2012, p. 40-41. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/XMQYCA296020298/STHA?u=linc74325&sid=gale_api&xid=8dd69139,GALE|XMQYCA296020298,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20120930-02560']
Obituaries,,The Sunday Times,"March 24, 2013",9837,8-9,"['Herbert, James']","""Obituaries."" Sunday Times, 24 Mar. 2013, p. 8-9. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/AJSHHV775289918/STHA?u=linc74325&sid=gale_api&xid=95ef75b8,GALE|AJSHHV775289918,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20130324-00640']
Pick of the Paperbacks,,The Sunday Times,"June 30, 2013",9851,40,,"""Pick of the Paperbacks."" Culture. Sunday Times, 30 June 2013, p. 40. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/TENBWG096846037/STHA?u=linc74325&sid=gale_api&xid=fcf4e942,GALE|TENBWG096846037,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20130630-01940']
100 Books to Love,,The Sunday Times,"October 6, 2013",9865,,,"""100 Books to Love."" Culture. Sunday Times, 6 Oct. 2013. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/AHIOOX048924915/STHA?u=linc74325&sid=gale_api&xid=c4e80182,GALE|AHIOOX048924915,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20131006-01780', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20131006-01790']"
'Gory' Gatsby Is Too Violent for US Students,['Tony Allen-Mills'],The Sunday Times,"April 27, 2014",9894,24,"['Rutgers, The State University of New Jersey']","Allen-Mills, Tony. ""'Gory' Gatsby Is Too Violent for US Students."" Sunday Times, 27 Apr. 2014, p. 24. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/XFZBCX279088978/STHA?u=linc74325&sid=gale_api&xid=3300d78b,GALE|XFZBCX279088978,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20140427-00240']
Aiming High,['David Grylls'],The Sunday Times,"October 4, 2015",9969,46,"['Literary prizes', 'Booker Prize']","Grylls, David. ""Aiming High."" Culture. Sunday Times, 4 Oct. 2015, p. 46. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/IPMSKQ585094138/STHA?u=linc74325&sid=gale_api&xid=e2068c6b,GALE|IPMSKQ585094138,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20151004-02130']
Monday 16 November,,The Sunday Times,"November 15, 2015",9975,48,"['British Broadcasting Corp. BBC News', 'Television broadcasting industry', 'Television dramas', 'West, Timothy']","""Monday 16 November."" Culture. Sunday Times, 15 Nov. 2015, pp. 48+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/OYDJUR032641738/STHA?u=linc74325&sid=gale_api&xid=1a9ca9d6,GALE|OYDJUR032641738,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20151115-02270', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20151115-02280', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20151115-02290', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20151115-02300']"
Taking an African safari,"['Justin Cartwright', 'Peter Godwin']",The Sunday Times,"June 30, 1996",8966,12[S5],,"Cartwright, Justin, and Peter Godwin. ""Taking an African safari."" Books. Sunday Times, 30 June 1996, p. 12[S5]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802932858/STHA?u=linc74325&sid=gale_api&xid=93a13b61,GALE|FP1802932858,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1996-0630-0134']
Rest of the week's theatre,['John Peter'],The Sunday Times,"June 8, 1997",9015,6[S11],,"Peter, John. ""Rest of the week's theatre."" Culture. Sunday Times, 8 June 1997, p. 6[S11]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803448612/STHA?u=linc74325&sid=gale_api&xid=8a16bec9,GALE|FP1803448612,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1997-0608-0238']
Obituary,,The Sunday Times,"September 29, 2013",9864,7,"['GenieWorks L.L.C.', 'Poets', 'Software industry', 'Awoonor, Kofi']","""Obituary."" Sunday Times, 29 Sept. 2013, p. 7. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/JSVZUX663925734/STHA?u=linc74325&sid=gale_api&xid=f4280066,GALE|JSVZUX663925734,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20130929-00760']
Dillons the Book Store,,The Sunday Times,"May 14, 1989",8596,14[S5],,"""Dillons the Book Store."" Books. Sunday Times, 14 May 1989, p. 14[S5]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803417094/STHA?u=linc74325&sid=gale_api&xid=399fc676,GALE|FP1803417094,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1989-0514-0122']
Poet and peasant,['Maurice Wiggin'],The Sunday Times,"July 16, 1967",7520,42,,"Wiggin, Maurice. ""Poet and peasant."" Sunday Times, 16 July 1967, p. 42. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800778183/STHA?u=linc74325&sid=gale_api&xid=31484a19,GALE|FP1800778183,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1967-0716-0042']
In a monastery garden,['Maurice Wiggin'],The Sunday Times,"August 27, 1967",7526,22,,"Wiggin, Maurice. ""In a monastery garden."" Sunday Times, 27 Aug. 1967, p. 22. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802671420/STHA?u=linc74325&sid=gale_api&xid=231aad9c,GALE|FP1802671420,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1967-0827-0022']
"Alf, where are you?",['Maurice Wiggin'],The Sunday Times,"April 28, 1968",7561,55,,"Wiggin, Maurice. ""Alf, where are you?"" Sunday Times, 28 Apr. 1968, p. 55. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802677074/STHA?u=linc74325&sid=gale_api&xid=f0f17084,GALE|FP1802677074,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0428-0055']
Royal Festival Hall,,The Sunday Times,"April 19, 1970",7664,28,,"""Royal Festival Hall."" Sunday Times, 19 Apr. 1970, p. 28. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800800396/STHA?u=linc74325&sid=gale_api&xid=af9e16ae,GALE|FP1800800396,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1970-0419-0028']
