"airtableID","Unique-ID","Name last","Name given","Name alt","Name markdown","Featured","Ethnicity","Country of Nationality","Country","Region","Gender","birth-year","birth-decade","birth-place","birth_spatial.city","birth_spatial.country","death-year","death-place","Education","Selected Works Title","Poems","Poetry Collections","Speeches-Lectures-Interviews-Performances-Critical Media","Selected Works Years Published","Publisher Name","Publisher Location (City and Country","Languages spoken","Publisher Type","Authority","Bio","Bio Creator","Notes","Bio Sources (MLA)","Contact","Status","In the News?"
"","apdp.cap.000196","Makoha","Nick","","[Makoha, Nick](apdp.cap.000196)","","Ugandan","","Uganda","Eastern Africa","M","1974","1970","Busia, Uganda","""Busia""","""Uganda""","","N/A","Queen Mary University of London, BSc Biochemistry (1996) Goldsmith, University of London, MA Creative Writing (2017) King’s College, London, PhD in Creative Writing (2022)","
","","Lost Collection of Invisible Man (flipped eye, London, United Kingdom, 2015); Resurrection Man (Jai-Alai Books, Miami, FL, 2017); Kingdom of Gravity (Leeds : Peepal Tree, 2017); The Dark (Oberon Books, London, United Kingdom, 2019)
","","","['flipped eye', 'Jai-Alai', 'Peepal Tree', 'Oberon Books']","United Kingdom; Miami, Florida, USA; Leeds, UK; London, UK","English and Swahili ","","https://viaf.org/viaf/24154381017330292053/","Nick Makoha was born in 1974 in Busia, Uganda. He is the author of Resurrection Man, winner of the 2016 Toi Derricotte + Cornelius Eady Chapbook Prize. Novelist and poet, he explores a range of subjects in his work including exile, displacement, civil war, and the impact of imperialism and neo-colonialism. He went to Queen Mary University of London for his BSc in Biochemistry (1996). He also earned his MA in Creative Writing from Goldsmith, University of London and his PhD in Creative Writing in King’s College, London. He is a Cave Canem Graduate Fellow and co-winner of the 2015 Brunel International African Poetry prize. Makoha is the founder of The Obsidian Foundation and a member of Malika’s Poetry Kitchen collective.","Tryphena Yeboah","","“Brunel International African Poetry Prize Shortlists: A Dialogue with Nick Makoha.” Africa in Dialogue, 25 May 2017, https://africaindialogue.com/2017/05/25/brunel-international-african-poetry-prize-shortlists-a-dialogue-with-nick-makoha/. Accessed 17 May 2022. “Nick Makoha: Bio.” Nick Makoha, https://nickmakoha.com/bio/. Accessed 17 May 2022. “Nick Makoha.” Forward Arts Foundation, 4 Sept. 2020, https://www.forwardartsfoundation.org/forward-prizes-for-poetry-2/nick-makoha/. Accessed 17 May 2022. “The Team.” Obsidian Foundation, https://obsidianfoundation.co.uk/the-team/. Accessed 17 May 2022.","","",""
"","apdp.cap.000197","Makombo","Bamboté","","[Makombo, Bamboté](apdp.cap.000197)","","","","Central Africa","Middle Africa","M","1932","1930","Ouadda, Central African Republic","""Ouadda""","""Central African Republic""","2016","Quebec, Canada","École des hautes études en sciences sociales","
","","Chant funèbre pour un héros d'Afrique, Tunis : SNED, impr. 1962. 
La poésie est dans l'histoire. Paris : Pierre Jean Oswald. 1960.
Reflections: An Anthology of New Works by African Women Poets (edited with Anthonia Kalu and Omofolabo Ajayi-Soyinka, 2013)
","","","['SNED', 'Pierre Jean Oswald']","Paris, France; Tunis, Tunisia","French","","","Makombo Bamboté was born in 1932 at Ouadda in the Haute-Kotto region. He is regarded as the first writer from Central African Republic to be published. His debut poetry collection is La poésie est dans l'histoire, which was published in 1960. He also authored the volume, Chant funèbre pour un héros d'Afrique, in 1962. Francophone poet, novelist and short story writer, he explored themes of identity, colonization, and the history of Central South Africans. He went to France in 1949 where he studied at École des hautes études en sciences sociales. Bamboté was appointed as an ambassador to UNESCO after General Jean-Bédel Bokassa's coup in 1974. He also served as a professor of African literature at the University of Laval. He died in 2016 in Quebec.","Tryphena Yeboah","","Hawkins, Peter. ""Bamboté, Pierre Makombo."" The New Oxford Companion to Literature in French. : Oxford University Press, . Oxford Reference. Date Accessed 22 May. 2022 https://www.oxfordreference.com/view/10.1093/acref/9780198661252.001.0001/acref-9780198661252-e-328. Accessed May 22 2022. Morgan, Ann. “Pierre Bambote.” A Year of Reading the World, 29 Aug. 2012, https://ayearofreadingtheworld.com/tag/pierre-bambote/. Accessed May 22 2022. Centrafrique-Presse.com. “Hommage à Bambote Makombo - Centrafrique-Presse.” Centrafrique Presse, 28 July 2016, http://centrafrique-presse.over-blog.com/2016/07/hommage-a-bambote-makombo.html. Accessed May 22 2022. Bradshaw, Richard, and Juan Fandos-Rius. Historical Dictionary of the Central African Republic. Rowman & Littlefield, 2016. “Makombo Bamboté.” Fédération Des Coopératives Funéraires Du Québec, https://www.fcfq.coop/avis-de-deces/bambote-makombo-133482/. Accessed May 22 2022.","","",""
"","apdp.cap.000198","Makuchi","Juliana Nfah-Abbenyi","","[Makuchi, Juliana Nfah-Abbenyi](apdp.cap.000198)","","","","Cameroon","Middle Africa","F","1958","1950","South West Province of Cameroon","","""Cameroon""","","N/A","1994 Ph.D. Comparative Literature, McGill University, Montreal, Canada. 1987 Doctorat 3ème Cycle, Negro-African (African & African American) Literature, University of Yaounde, Yaounde, Cameroon. 1981 Maîtrise, M.A. African Literature—Oral Literature Option, University of Yaounde. 1979 Licence ès lettres bilingues (B.A. Bilingual Letters, English & French), University of Yaounde. 1978 Diplôme d’études fondamentales (Associates Degree: Modern English and French Letters), University of Yaounde.","
","
","
","","","","","English, French, Beba","","","Juliana Makuchi Nfah-Abbenyi was born in 1958 in the South-West Province of Cameroon and raised in North West Province. Writer and critic, she is the author of Our Madness, Not Mine: Stories of Cameroon (1999), The Sacred Door and Other Stories: Cameroon Folktales of the Beba (2008), among others. In her work, she offers a complex exploration of African stereotypes, gender inequalities grounded in cultural and political contexts and a critique of the postcolonial Cameroonian identity. She received her B.A. in Bilingual Letters, English & French and MA in African Literature from the University of Yaounde. She also holds a doctorate in Comparative Literature from McGill University in Montreal, Canada, after which she immigrated to the United States. From 2012-2018, she served on the Executive Council of the African Literature Association (ALA). She is Distinguished Professor of English and Comparative Literature in the Department of English at North Carolina State University.","Tryphena Yeboah","","“Juliana Nfah-Abbenyi.” College of Humanities and Social Sciences, https://chass.ncsu.edu/people/jmphd/. Accessed May 23, 2022. “Juliana Makuchi Nfah-Abbenyi.” Wikipedia, Wikimedia Foundation, 27 Nov. 2020, https://en.wikipedia.org/wiki/Juliana_Makuchi_Nfah-Abbenyi. Accessed May 23, 2022. “Q&A: Uchechukwu Peter Umezurike with Prof. Juliana Makuchi Nfah-Abbenyi.” Africa in Words, 16 Mar. 2021, https://africainwords.com/2020/09/10/qa-uchechukwu-peter-umuezirke-interviews-with-prof-juliana-makuchi-nfah-abbenyi/. Accessed May 23, 2022. “Juliana Makuchi Nfah-Abbenyi.” Feminist Archives, http://feministarchives.isiswomen.org/categories/author/166-juliana-makuchi-nfah-abbenyi. Accessed May 23, 2022. Nfah-Abbenyi, Juliana Makuchi. “Am I Anglophone? Identity Politics and Postcolonial Trauma in Cameroon at War.” Journal of the African Literature Association, vol. 14, no. 2, 2020, pp. 180–197., https://doi.org/10.1080/21674736.2020.1717120.","","",""
"","apdp.cap.000199","Malan","Lucas","Cornelius","[Malan, Lucas 'Cornelius'](apdp.cap.000199)","","South African","","South Africa","Southern Africa","M","1946","1940","Modimolle, South Africa","""Modimolle""","""South Africa""","2010","Cape Town, South Africa","University of Pretoria, B.A. degree in 1966 University of Pretoria, Higher Education Diploma in 1967 University of the Witwatersrand, M.A. degree in 1978 University of Pretoria, Doctorate 1984","
","","’n Bark vir die Ontheemdes (Tafelberg, Cape Town, 1981); Tydspoor (Tafelberg, Cape Town, 1985); Edenboom (HAUM-Literêr, Pretoria,1987); Kaartehuis, (HAUM-Literêr, Pretoria, 1990); Hongergrond (Human & Rousseau, Cape Town,1994); Afstande (Protea Boekhuis, Pretoria, 2002); Vermanings, (Protea Boekhuis, Pretoria, 2008)
","","","['Tafelberg', 'HAUM-Literêr', 'Human & Rousseau', 'Protea Boekhuis']","Cape Town, South Africa; Pretoria, South Africa","Afrikaans","","https://viaf.org/viaf/62964608/","Malan Lucas was born in 1946 in Modimolle, South Africa. He has published seven volumes of poetry including ’n Bark vir die ontheemdes (A Barque for the Displaced Ones, 1981), Tydspoor (Time Trail, 1985) and Edenboom (Eden Tree, 1987). He received his BA degree and Higher Education Diploma from the University of Pretoria. He also earned his MA in Afrikaans poetry from the University of the Witwatersrand and his PhD from the University of Pretoria. He continued on to become a lecturer until his retirement in 1997. He died in Cape Town, South Africa in 2010.","Tryphena Yeboah","","“Lucas Malan.” Wikipedia, Wikimedia Foundation, 27 Apr. 2022, https://en.wikipedia.org/wiki/Lucas_Malan. Accessed 15 May 2022. “Lucas Malan.” South Africa - Poetry International, https://www.poetryinternational.com/en/poets-poems/poets/poet/102-14960_Malan. Accessed 15 May 2022. “Lucas Malan .” Versindaba, https://versindaba.co.za/tag/lucas-malan-translations-in-english/. Accessed 15 May 2022. “Lucas Malan.” LitNet, https://www.litnet.co.za/author/lucas-malan/. Accessed 15 May 2022.","","",""
"","apdp.cap.000200","Malikongwa","Albert","G. T. K. ","[Malikongwa, Albert 'G. T. K. '](apdp.cap.000200)","","","","Botswana","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/77600595/","","","","","","",""
"","apdp.cap.000201","Maluleke","Vuyelwa","","[Maluleke, Vuyelwa](apdp.cap.000201)","","","","South Africa","Southern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/41145003632961341470/","","","","","","",""
"","apdp.cap.000202","Manirambona","Thierry","","[Manirambona, Thierry](apdp.cap.000202)","","","","Burundi","Eastern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/289491424/","","","","","","",""
"","apdp.cap.000203","Mann","Chris","Christopher Michael Zithulele","[Mann, Chris 'Christopher Michael Zithulele'](apdp.cap.000203)","","Zulu","","South Africa","Southern Africa","M","1948","1940","Port Elizabeth (now Gqeberha), South Africa","""Port Elizabeth (Gqeberha)""","""South Africa""","2021","Makhanda, Eastern Cape","Diocesan College (Bishops) in Rondebosch, Cape Town
University of the Witwatersrand,  BA in English and Philosophy
Oxford University, MA in English Language and Literature
School of Oriental and African Studies (SOAS), University of London, African Oral Literature ","
","","First Poems (Cape Town: Bateleur Press, 1979); A New Book of South African Verse (Cape Town: OUP, 1979); New Shades (Cape Town :David Philip. 1982); Kites and Other Poems (Cape Town :David Philip,1990); Mann Alive!: Poems (Cape Town: David Philip,1992); South Africans: a set of portrait-poems (Scottsville: University of Natal Press, 1996);The horn of plenty: a series of painting-poems (ISEA, Rhodes University, 1997); The Roman Centurion’s Good Friday (Grahamstown: Cathedral of St Michael & St George, 1999);  Heartlands (Scottsville: University of Natal Press. 2002); In Praise of the Shades (Grahamstown: Cathedral of St Michael and St George, 2003); Walking on Gravity (Grahamstown: Cathedral of St Michael and St George, 2004); Thuthula (Johannesburg: Ravan & PanMacmillan, 2005); Beautiful Lofty Things (Grahamstown: Cathedral of St Michael and St George, 2005); Walking on Gravity In: Dante in South Africa. Cullinan, Patrick and Watson, Stephen (Eds.). Cape Town: Centre for Creative Writing, University of Cape Town; Lifelines, (Pietermaritzburg: UKZN Press, 2006); Home from Home: New and Selected Poems (Echoing Green Press, 2010);  Small Town Big Voice (Port Elizabeth: SACEE, 2012); Rudiments of Grace (Grahamstown: Cathedral of St Michael and St George, 2014); Epiphanies (Grahamstown. Cathedral of St Michael and St George, 2017)
","","","['Bateleur Press', 'OUP', 'David Phillip', 'University of Natal Press', 'Cathedral of St. Michael and St. George', 'University of Capetown', 'UKZN Press', 'Echoing Green Press', 'SACEE']","Cape Town, South Africa; Scottsville, South Africa; Grahamstown, South Africa","English, isiZulu, Afrikaans, and Italian","","https://viaf.org/viaf/248129306/","Chris Mann was born in Port Elizabeth, South Africa. Poet, playwright, and musician, he has published several collections of poetry including First Poems (1979) and A New Book of South African Verse (1979). His third volume, New Shades (1982) was the recipient of the Olive Schreiner Prize. In 2007, he received the Thomas Pringle Award for Poetry and in 2019, he was awarded the Patricia Schonstein Poetry in McGregor Prize. He attended the University of the Witwatersrand where he studied English and Philosophy. He also went to Oxford University where he earned his MA in English Language and Literature. He is the founder of Wordfest, developed as part of the National Arts Festival to celebrate languages and literature. Mann was the first Professor of Poetry at Rhodes University, where he lectured from 1977 to 1980. He died in 2021 in Makhanda, Eastern Cape.","Tryphena Yeboah","","“Chris Mann.” African Books Collective, https://www.africanbookscollective.com/authors-editors/chris-mann. Accessed May 27, 2022.

“Renowned Poet and Founder of Wordfest, Professor Chris Mann, Passes Away.” Latest News, 16 May 2021, https://www.ru.ac.za/latestnews/renownedpoetandfounderofwordfestprofessorchrismannpassesaway.html. Accessed May 27, 2022.

Ngidi, Sandile. “An Ode to Chris 'Zithulele' Mann: Poet, Teacher and Cultural Icon.” Citypress, Citypress, https://www.news24.com/citypress/voices/an-ode-to-chris-mann-20210312. Accessed May 27, 2022.

Wright, Laurence. “Chris ‘Zithulele’ Mann (1948–2021).” English Academy Review, vol. 38, no. 1, 2021, pp. 107–110., https://doi.org/10.1080/10131752.2021.1926705. Accessed May 27, 2022.

“Mann, Chris (Topher Michael Zithulele).” Encyclopedia.com, Encyclopedia.com, 27 May 2022, https://www.encyclopedia.com/arts/culture-magazines/mann-christopher-michael-zithulele. Accessed May 27, 2022.","","",""
"","apdp.cap.000204","Mansour","Ali","","[Mansour, Ali](apdp.cap.000204)","","","","Egypt","Northern Africa","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000205","Mapanje","Jack","John Alfred Clement","[Mapanje, Jack 'John Alfred Clement'](apdp.cap.000205)","","","","Malawi","Eastern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/68944702/","","","","","","",""
"","apdp.cap.000206","Marais","Danie","","[Marais, Danie](apdp.cap.000206)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/4695851/","","","","","","",""
"","apdp.cap.000207","Marais","Loftus","Lodewikus Stefanus","[Marais, Loftus 'Lodewikus Stefanus'](apdp.cap.000207)","","","","South Africa","Southern Africa","M","1982","1980","Paarl, Cape Town","""Paarl""","""South Africa""","","N/A","University of Stellenbosch, BA Afrikaans-Dutch University of Stellenbosch, MA in Creative Afrikaans Writing (2007)","
","","Staan in die algemeen nader aan vensters (Kaapstad : Tafelberg, 2008); Kry my by die gewone plek aguur (Kaapstad : Tafelberg, 2012); Nuwe stemme 5 (Kaapstad : Tafelberg, 2013); With Heilna Du Plooy Jan, Piet, Koos en Jakob : gedigte (Kaapstad: Human & Rousseau, 2019)
","","","['Tafelberg', 'Human & Rousseau']","Kaapstad","Afrikaans, Englsih","","https://viaf.org/viaf/71225662/","Loftus Marais was born in Paarl, Cape Town in 1982. His debut poetry collection, Staan in die algemeen nader aan vensters (2008), won four literary prizes: the Eugene Marais Prize, The University of Johannesburg Debut Prize, The Ingrid Jonker Prize and the Protea Prize. His other publications include Kry my by die gewone plek aguur (2012) and Jan, Piet, Koos en Jakob : gedigte (2019). His poems offer reflections on Cape Town and bring into sharper focus the many facets of his birthplace. He received his BA in Afrikaans-Dutch and MA in Creative Afrikaans Writing from the University of Stellenbosch. Marais lives in Cape Town and works as a freelance journalist.","Tryphena Yeboah","","“Loftus Marais.” South Africa - Poetry International, https://www.poetryinternational.com/en/poets-poems/poets/poet/102-16656_Marais. Accessed May 27, 2022. “Loftus Marais.” S. A. Literary Awards, https://sala.org.za/loftus-marais/. Accessed May 27, 2022. “Loftus Marais.” Wikipedia, Wikimedia Foundation, 29 Aug. 2021, https://af.wikipedia.org/wiki/Loftus_Marais. Accessed May 27, 2022. “Kry My by Die Gewone Plek Aguur- Loftus Marais.” NB Publishers, https://www.nb.co.za/en/view-book/?id=9780624056461. Accessed May 27, 2022. Terblanche , Erika. “Loftus Marais (1982–).” LitNet, 12 Sept. 2020, https://www.litnet.co.za/loftus-marais-1982/. Accessed May 27, 2022.","","",""
